Season,Date,Score,Excitment,Tension,Comeback,MVP,LVP
2023,2023-10-24,"PHX 108, GSW 104",9.9,89.5,4.4,J. Okogie: +22.9%,G. Allen: -15.0%
2023,2023-10-24,"LAL 107, DEN 119",5.6,69.8,1.2,J. Murray: +20.6%,G. Vincent: -13.2%
2023,2023-10-25,"DAL 126, SAS 119",10.0,93.8,4.0,G. Williams: +26.8%,J. Sochan: -19.6%
2023,2023-10-25,"CLE 114, BKN 113",9.4,90.1,31.3,D. Mitchell: +65.7%,D. Garland: -21.0%
2023,2023-10-25,"BOS 108, NYK 104",9.1,85.5,7.7,K. Porzi??is: +64.1%,J. Brunson: -25.4%
2023,2023-10-25,"ATL 110, CHA 116",8.8,89.4,3.0,P. Washington: +27.7%,T. Young: -22.2%
2023,2023-10-25,"MIN 94, TOR 97",8.1,89.8,1.6,D. Schröder: +21.1%,K. Towns: -21.5%
2023,2023-10-25,"DET 102, MIA 103",7.3,73.9,1.5,D. Robinson: +14.5%,C. Cunningham: -22.4%
2023,2023-10-25,"OKC 124, CHI 104",5.4,76.7,1.5,S. Gilgeous-Alexander: +18.9%,L. Dort: -9.8%
2023,2023-10-25,"NOP 111, MEM 104",5.0,66.8,2.1,C. McCollum: +16.4%,J. Jackson Jr.: -8.2%
2023,2023-10-25,"WAS 120, IND 143",4.6,58.5,2.0,B. Brown: +19.7%,J. Poole: -5.9%
2023,2023-10-25,"HOU 86, ORL 116",4.2,61.1,1.2,C. Anthony: +18.9%,A. Thompson: -13.8%
2023,2023-10-25,"SAC 130, UTA 114",4.1,53.1,1.0,H. Barnes: +25.4%,C. Sexton: -9.0%
2023,2023-10-25,"POR 111, LAC 123",2.8,45.1,1.0,P. George: +12.5%,S. Henderson: -11.8%
2023,2023-10-26,"PHX 95, LAL 100",8.3,86.7,13.2,A. Davis: +24.8%,J. Nurki?: -20.0%
2023,2023-10-26,"PHI 117, MIL 118",7.7,83.5,9.6,D. Lillard: +58.5%,J. Embiid: -24.9%
2023,2023-10-27,"TOR 103, CHI 104",11.5,74.8,1249.0,A. Caruso: +74.0%,P. Siakam: -20.7%
2023,2023-10-27,"HOU 122, SAS 126",11.3,87.7,11.7,D. Vassell: +25.9%,J. Smith Jr.: -33.5%
2023,2023-10-27,"LAC 118, UTA 120",10.8,86.7,2.8,P. George: +68.8%,K. Leonard: -15.1%
2023,2023-10-27,"BKN 120, DAL 125",9.8,92.4,11.3,L. Don?i?: +127.5%,J. Green: -19.8%
2023,2023-10-27,"OKC 108, CLE 105",8.6,85.8,255.4,C. Holmgren: +38.3%,I. Joe: -24.6%
2023,2023-10-27,"NYK 126, ATL 120",8.4,84.8,1.1,R. Barrett: +30.9%,I. Quickley: -21.4%
2023,2023-10-27,"DEN 108, MEM 104",8.3,85.2,1.6,J. Jackson Jr.: +19.7%,X. Tillman: -15.1%
2023,2023-10-27,"MIA 111, BOS 119",7.8,88.0,2.6,D. White: +33.8%,A. Horford: -15.9%
2023,2023-10-27,"DET 111, CHA 99",7.2,78.2,1.2,A. Burks: +23.9%,A. Thompson: -20.1%
2023,2023-10-27,"ORL 102, POR 97",6.1,78.1,1.7,M. Wagner: +21.7%,S. Henderson: -16.6%
2023,2023-10-27,"GSW 122, SAC 114",5.4,68.2,2.8,S. Curry: +37.0%,D. Mitchell: -8.3%
2023,2023-10-28,"IND 125, CLE 113",7.5,82.6,3.1,A. Nesmith: +28.8%,A. Nembhard: -5.5%
2023,2023-10-28,"CHI 102, DET 118",6.1,74.4,1.4,Z. LaVine: +24.9%,C. White: -8.0%
2023,2023-10-28,"MIA 90, MIN 106",5.6,80.5,2.0,N. Reid: +36.2%,D. Robinson: -12.2%
2023,2023-10-28,"PHI 114, TOR 107",5.6,71.8,2.9,T. Maxey: +38.0%,D. Melton: -11.6%
2023,2023-10-28,"MEM 106, WAS 113",4.4,58.2,1.5,C. Kispert: +17.4%,D. Rose: -7.5%
2023,2023-10-28,"NYK 87, NOP 96",4.0,54.4,1.1,Z. Williamson: +16.8%,J. Randle: -20.7%
2023,2023-10-28,"UTA 104, PHX 126",2.7,45.3,1.2,E. Gordon: +16.6%,J. Clarkson: -13.3%
2023,2023-10-29,"LAL 127, SAC 132",11.4,87.4,2.6,D. Fox: +38.6%,A. Reaves: -22.0%
2023,2023-10-29,"GSW 106, HOU 95",7.2,82.8,1.9,S. Curry: +31.8%,F. VanVleet: -12.8%
2023,2023-10-29,"POR 98, PHI 126",4.0,60.3,1.9,J. Embiid: +18.5%,S. Henderson: -10.4%
2023,2023-10-29,"ATL 127, MIL 110",2.9,49.6,1.0,B. Bogdanovi?: +10.1%,D. Lillard: -20.3%
2023,2023-10-29,"DEN 128, OKC 95",2.9,53.1,1.0,N. Joki?: +17.1%,S. Gilgeous-Alexander: -10.7%
2023,2023-10-29,"SAS 83, LAC 123",2.4,42.4,1.3,C. Osman: +6.0%,V. Wembanyama: -10.0%
2023,2023-10-30,"ORL 103, LAL 106",8.9,93.6,5.0,D. Russell: +51.1%,P. Banchero: -37.1%
2023,2023-10-30,"CHI 112, IND 105",8.2,89.8,3.0,N. Vu?evi?: +19.5%,A. Nembhard: -15.7%
2023,2023-10-30,"POR 99, TOR 91",7.9,90.9,1.7,J. Grant: +18.1%,S. Henderson: -23.9%
2023,2023-10-30,"DAL 125, MEM 110",6.2,76.1,2.2,D. Jones Jr.: +27.5%,X. Tillman: -14.2%
2023,2023-10-30,"UTA 102, DEN 110",5.4,65.7,1.0,N. Joki?: +24.7%,J. Clarkson: -21.0%
2023,2023-10-30,"MIN 113, ATL 127",5.0,63.0,23.6,D. Murray: +39.0%,C. Capela: -5.2%
2023,2023-10-30,"GSW 130, NOP 102",4.9,62.1,1.4,S. Curry: +16.2%,Z. Williamson: -14.5%
2023,2023-10-30,"DET 112, OKC 124",4.5,61.5,1.1,J. Ivey: +13.6%,C. Cunningham: -17.7%
2023,2023-10-30,"BKN 133, CHA 121",4.2,54.7,1.0,C. Thomas: +19.9%,L. Ball: -9.1%
2023,2023-10-30,"MIA 114, MIL 122",4.1,56.9,1.4,B. Portis: +11.5%,M. Beasley: -8.8%
2023,2023-10-30,"BOS 126, WAS 107",1.6,26.3,1.0,J. Brown: +14.4%,C. Kispert: -4.6%
2023,2023-10-31,"SAS 115, PHX 114",6.6,62.9,48.5,K. Johnson: +66.5%,D. Vassell: -13.9%
2023,2023-10-31,"ORL 102, LAC 118",4.8,67.6,2.6,P. George: +13.0%,P. Banchero: -11.4%
2023,2023-10-31,"NYK 109, CLE 91",4.7,68.1,1.2,R. Barrett: +8.0%,D. Wade: -11.6%
2023,2023-11-01,"SAC 101, GSW 102",10.3,95.2,5.0,K. Thompson: +42.8%,S. Vezenkov: -12.8%
2023,2023-11-01,"LAC 125, LAL 130",9.4,74.3,8.9,P. George: +72.8%,R. Westbrook: -17.1%
2023,2023-11-01,"CHI 105, DAL 114",8.3,92.0,2.4,G. Williams: +33.4%,P. Williams: -20.2%
2023,2023-11-01,"BKN 109, MIA 105",8.2,79.3,11.2,A. Brooks: +25.3%,B. Simmons: -23.3%
2023,2023-11-01,"NOP 110, OKC 106",7.9,74.6,15.9,C. McCollum: +38.6%,S. Gilgeous-Alexander: -24.1%
2023,2023-11-01,"POR 110, DET 101",7.6,82.6,9.6,S. Sharpe: +31.9%,C. Cunningham: -20.5%
2023,2023-11-01,"CLE 95, NYK 89",7.0,81.8,1.6,D. Wade: +12.7%,J. Randle: -27.1%
2023,2023-11-01,"CHA 119, HOU 128",5.5,65.9,1.4,P. Washington: +19.9%,T. Rozier: -10.9%
2023,2023-11-01,"WAS 121, ATL 130",3.8,53.9,2.4,D. Murray: +10.1%,J. Johnson: -5.7%
2023,2023-11-01,"DEN 89, MIN 110",3.0,48.1,1.0,M. Conley: +11.5%,J. Murray: -8.3%
2023,2023-11-01,"MIL 111, TOR 130",2.6,41.7,1.0,O. Anunoby: +8.5%,K. Middleton: -3.4%
2023,2023-11-01,"IND 104, BOS 155",2.1,35.5,1.1,J. Tatum: +9.8%,M. Turner: -3.0%
2023,2023-11-01,"MEM 109, UTA 133",2.0,30.1,1.1,L. Markkanen: +11.9%,M. Smart: -10.0%
2023,2023-11-02,"ORL 115, UTA 113",8.9,83.3,2.2,L. Markkanen: +46.0%,J. Clarkson: -23.4%
2023,2023-11-02,"TOR 99, PHI 114",5.3,71.8,1.5,K. Oubre Jr.: +18.6%,P. Beverley: -7.6%
2023,2023-11-02,"SAS 132, PHX 121",4.0,48.3,1.0,V. Wembanyama: +23.1%,Y. Watanabe: -10.0%
2023,2023-11-02,"DET 116, NOP 125",3.5,49.0,1.2,M. Ryan: +15.5%,A. Thompson: -10.3%
2023,2023-11-03,"GSW 141, OKC 139",10.8,94.2,10.7,S. Curry: +63.2%,D. Green: -17.4%
2023,2023-11-03,"MEM 113, POR 115",10.0,87.3,113.9,S. Sharpe: +28.5%,M. Brogdon: -25.5%
2023,2023-11-03,"BKN 109, CHI 107",9.4,91.9,3.3,D. Finney-Smith: +22.7%,Z. LaVine: -24.7%
2023,2023-11-03,"NYK 105, MIL 110",8.9,82.7,2.6,D. Lillard: +65.3%,D. DiVincenzo: -13.5%
2023,2023-11-03,"CLE 116, IND 121",8.1,79.5,3.1,B. Brown: +17.9%,E. Mobley: -9.8%
2023,2023-11-03,"DAL 114, DEN 125",4.3,55.9,1.2,N. Joki?: +17.8%,L. Don?i?: -6.1%
2023,2023-11-03,"WAS 114, MIA 121",3.6,56.1,1.6,T. Herro: +11.8%,D. Wright: -6.5%
2023,2023-11-04,"CHA 125, IND 124",9.9,90.7,4.3,M. Williams: +43.8%,L. Ball: -18.5%
2023,2023-11-04,"BOS 124, BKN 114",7.0,83.7,1.6,J. Tatum: +23.8%,R. O'Neale: -14.9%
2023,2023-11-04,"PHX 100, PHI 112",6.1,73.5,1.3,K. Oubre Jr.: +23.1%,D. Melton: -8.1%
2023,2023-11-04,"SAC 89, HOU 107",6.1,77.5,1.2,M. Monk: +19.6%,D. Sabonis: -14.2%
2023,2023-11-04,"ATL 123, NOP 105",5.1,73.6,3.8,C. Capela: +15.6%,J. Valan?i?nas: -7.0%
2023,2023-11-04,"UTA 95, MIN 123",4.7,65.2,1.6,K. Towns: +21.8%,K. Olynyk: -12.8%
2023,2023-11-04,"CHI 101, DEN 123",4.3,66.3,2.0,N. Joki?: +13.8%,C. White: -6.3%
2023,2023-11-04,"LAL 101, ORL 120",3.3,49.1,1.2,P. Banchero: +13.6%,D. Russell: -6.8%
2023,2023-11-05,"CHA 118, DAL 124",8.9,84.0,5.8,G. Williams: +44.5%,G. Hayward: -22.0%
2023,2023-11-05,"TOR 123, SAS 116",8.4,63.4,42.3,K. Johnson: +53.7%,J. Sochan: -15.1%
2023,2023-11-05,"MEM 112, POR 100",7.7,86.8,17.1,J. Jackson Jr.: +16.6%,M. Brogdon: -27.2%
2023,2023-11-05,"GSW 104, CLE 115",6.5,75.8,1.5,D. Mitchell: +17.5%,D. Garland: -9.5%
2023,2023-11-05,"PHX 120, DET 106",4.4,61.7,1.3,E. Gordon: +19.5%,C. Cunningham: -5.8%
2023,2023-11-06,"BOS 109, MIN 114",11.4,92.9,3.6,J. McDaniels: +23.4%,J. Holiday: -33.5%
2023,2023-11-06,"MIL 129, BKN 125",9.7,89.5,4.7,G. Antetokounmpo: +42.5%,D. Finney-Smith: -18.9%
2023,2023-11-06,"GSW 120, DET 109",8.0,86.6,2.5,S. Umude: +27.2%,A. Wiggins: -13.4%
2023,2023-11-06,"LAL 107, MIA 108",7.9,83.6,1.6,J. Jaquez Jr.: +4.7%,T. Herro: -22.1%
2023,2023-11-06,"DAL 117, ORL 102",7.0,80.8,5.8,T. Hardaway Jr.: +22.9%,P. Banchero: -14.2%
2023,2023-11-06,"LAC 97, NYK 111",6.2,83.4,2.1,J. Harden: +24.4%,J. Brunson: -17.0%
2023,2023-11-06,"NOP 116, DEN 134",5.9,72.6,9.8,J. Hawkins: +28.9%,B. Ingram: -10.5%
2023,2023-11-06,"ATL 117, OKC 126",5.6,65.3,1.0,S. Gilgeous-Alexander: +18.4%,T. Young: -15.9%
2023,2023-11-06,"UTA 113, CHI 130",3.8,52.8,1.3,D. DeRozan: +12.3%,J. Clarkson: -13.0%
2023,2023-11-06,"WAS 128, PHI 146",3.3,46.6,1.6,J. Embiid: +24.6%,E. Omoruyi: -4.3%
2023,2023-11-06,"SAS 111, IND 152",2.4,39.0,1.0,M. Turner: +11.4%,J. Sochan: -4.0%
2023,2023-11-06,"SAC 97, HOU 122",2.2,40.6,1.1,J. Green: +15.3%,D. Mitchell: -3.6%
2023,2023-11-08,"PHX 116, CHI 115",12.3,88.1,12.4,G. Allen: +37.4%,K. Durant: -31.8%
2023,2023-11-08,"POR 118, SAC 121",12.0,93.6,17.6,D. Mitchell: +17.0%,K. Huerter: -19.5%
2023,2023-11-08,"DET 118, MIL 120",9.6,81.7,13.7,D. Lillard: +27.2%,C. Cunningham: -31.0%
2023,2023-11-08,"GSW 105, DEN 108",8.8,91.0,2.7,R. Jackson: +25.3%,A. Wiggins: -13.6%
2023,2023-11-08,"LAC 93, BKN 100",7.2,86.4,2.1,L. Walker IV: +23.2%,T. Mann: -12.5%
2023,2023-11-08,"UTA 118, IND 134",7.1,82.0,2.2,A. Nembhard: +20.3%,T. Horton-Tucker: -14.3%
2023,2023-11-08,"MIA 108, MEM 102",7.0,82.0,2.0,J. Jackson Jr.: +20.7%,M. Smart: -24.8%
2023,2023-11-08,"BOS 103, PHI 106",6.6,80.7,2.6,S. Hauser: +14.7%,J. Brown: -19.9%
2023,2023-11-08,"TOR 127, DAL 116",5.9,71.2,2.1,G. Trent Jr.: +16.0%,L. Don?i?: -14.7%
2023,2023-11-08,"CLE 120, OKC 128",5.7,66.7,1.4,S. Gilgeous-Alexander: +25.7%,D. Garland: -11.7%
2023,2023-11-08,"WAS 132, CHA 116",3.9,51.9,1.7,D. Gallinari: +18.6%,T. Jones: -7.6%
2023,2023-11-08,"NOP 101, MIN 122",2.4,38.3,1.1,K. Towns: +14.4%,D. Daniels: -5.8%
2023,2023-11-08,"SAS 105, NYK 126",2.3,37.3,1.0,R. Barrett: +9.4%,V. Wembanyama: -8.6%
2023,2023-11-08,"LAL 94, HOU 128",2.2,40.5,1.0,J. Green: +12.2%,L. James: -4.4%
2023,2023-11-09,"ATL 120, ORL 119",10.2,89.7,16.2,J. Johnson: +19.1%,P. Banchero: -44.0%
2023,2023-11-09,"MIL 124, IND 126",8.7,85.1,18.5,T. Haliburton: +47.6%,B. Brown: -12.7%
2023,2023-11-10,"CHA 124, WAS 117",9.0,83.8,10.9,G. Hayward: +34.8%,M. Williams: -14.0%
2023,2023-11-10,"LAL 122, PHX 119",8.4,82.5,6.5,C. Reddish: +30.7%,T. Prince: -16.0%
2023,2023-11-10,"NOP 101, HOU 104",8.3,84.4,28.7,F. VanVleet: +54.8%,T. Eason: -12.0%
2023,2023-11-10,"UTA 127, MEM 121",7.9,73.7,1.7,L. Markkanen: +29.6%,D. Roddy: -15.1%
2023,2023-11-10,"OKC 98, SAC 105",5.8,69.4,1.0,K. Murray: +20.8%,C. Holmgren: -13.4%
2023,2023-11-10,"PHI 114, DET 106",5.1,70.1,6.2,S. Umude: +14.3%,C. Cunningham: -13.1%
2023,2023-11-10,"MIN 117, SAS 110",5.0,65.9,2.5,K. Towns: +15.9%,J. Sochan: -12.5%
2023,2023-11-10,"BKN 107, BOS 121",4.3,60.2,1.1,L. Walker IV: +14.0%,M. Bridges: -5.4%
2023,2023-11-10,"LAC 126, DAL 144",2.5,39.4,2.7,L. Don?i?: +18.4%,P. George: -11.0%
2023,2023-11-11,"CLE 118, GSW 110",6.3,72.7,1.4,D. Wade: +18.7%,K. Thompson: -10.3%
2023,2023-11-11,"MIA 117, ATL 109",4.3,54.7,1.1,J. Richardson: +12.1%,S. Bey: -7.9%
2023,2023-11-11,"MIL 97, ORL 112",3.7,55.7,1.4,M. Wagner: +13.5%,M. Beasley: -7.2%
2023,2023-11-11,"TOR 94, BOS 117",3.2,53.8,1.6,J. Tatum: +15.0%,S. Barnes: -7.6%
2023,2023-11-12,"WAS 94, BKN 102",8.8,83.8,6.6,N. Claxton: +11.3%,D. Avdija: -23.2%
2023,2023-11-12,"MEM 105, LAC 101",8.8,78.8,1.7,N. Powell: +19.3%,K. Leonard: -18.1%
2023,2023-11-12,"MIA 118, SAS 113",8.1,84.1,14.2,J. Richardson: +34.0%,V. Wembanyama: -19.5%
2023,2023-11-12,"OKC 111, PHX 99",7.6,87.6,3.5,J. Williams: +33.2%,B. Beal: -29.7%
2023,2023-11-12,"POR 110, LAL 116",7.3,85.1,2.0,A. Davis: +28.2%,S. Sharpe: -15.9%
2023,2023-11-12,"DEN 104, HOU 107",7.1,84.1,3.1,T. Eason: +22.0%,C. Braun: -10.3%
2023,2023-11-12,"DET 108, CHI 119",7.1,82.6,2.7,K. Knox II: +32.4%,A. Thompson: -13.1%
2023,2023-11-12,"IND 126, PHI 137",6.8,78.1,1.3,T. Maxey: +42.2%,B. Mathurin: -6.8%
2023,2023-11-12,"MIN 116, GSW 110",5.4,67.7,2.0,K. Towns: +18.1%,M. Moody: -8.4%
2023,2023-11-12,"DAL 136, NOP 124",3.8,52.4,1.2,K. Irving: +23.7%,Z. Williamson: -6.5%
2023,2023-11-12,"CHA 107, NYK 129",3.4,50.6,1.1,J. Brunson: +13.7%,T. Maledon: -12.1%
2023,2023-11-13,"NYK 98, BOS 114",6.2,80.3,2.3,K. Porzi??is: +30.8%,D. White: -14.8%
2023,2023-11-13,"CHI 109, MIL 118",5.5,67.7,1.2,B. Portis: +16.6%,D. Lillard: -19.7%
2023,2023-11-13,"WAS 107, TOR 111",5.1,55.6,101.0,C. Boucher: +19.1%,J. Poole: -22.2%
2023,2023-11-13,"CLE 120, SAC 132",4.3,61.2,1.2,K. Huerter: +23.6%,K. Ellis: -5.3%
2023,2023-11-14,"MIN 104, GSW 101",9.8,89.6,8.6,M. Conley: +28.1%,A. Wiggins: -21.0%
2023,2023-11-14,"ATL 126, DET 120",8.5,88.0,2.0,S. Bey: +25.9%,C. Cunningham: -28.3%
2023,2023-11-14,"LAC 108, DEN 111",8.2,89.1,5.6,A. Gordon: +42.0%,R. Westbrook: -14.4%
2023,2023-11-14,"IND 132, PHI 126",7.9,84.9,1.8,M. Turner: +33.3%,B. Hield: -17.9%
2023,2023-11-14,"MIA 111, CHA 105",6.7,78.3,2.6,D. Robinson: +18.6%,L. Ball: -25.0%
2023,2023-11-14,"ORL 104, BKN 124",6.1,77.9,2.7,C. Johnson: +19.5%,M. Bridges: -4.6%
2023,2023-11-14,"SAS 87, OKC 123",3.6,56.3,1.4,S. Gilgeous-Alexander: +12.7%,V. Wembanyama: -19.6%
2023,2023-11-14,"DAL 110, NOP 131",3.4,47.2,1.3,J. Hawkins: +16.2%,L. Don?i?: -19.9%
2023,2023-11-14,"MEM 107, LAL 134",2.9,44.3,1.2,R. Hachimura: +7.7%,J. Jackson Jr.: -6.6%
2023,2023-11-15,"NYK 116, ATL 114",9.4,90.4,6.2,J. Brunson: +38.2%,D. DiVincenzo: -14.9%
2023,2023-11-15,"BOS 117, PHI 107",7.3,83.9,1.7,D. White: +34.0%,P. Beverley: -9.9%
2023,2023-11-15,"ORL 96, CHI 94",5.7,65.4,1.3,P. Banchero: +37.0%,C. White: -13.1%
2023,2023-11-15,"CLE 109, POR 95",4.9,70.6,1.1,D. Mitchell: +16.9%,D. Ayton: -11.0%
2023,2023-11-15,"SAC 125, LAL 110",3.6,51.3,1.0,K. Huerter: +20.9%,A. Reaves: -8.9%
2023,2023-11-15,"MIL 128, TOR 112",2.6,40.7,1.4,M. Beasley: +12.3%,P. Siakam: -7.0%
2023,2023-11-15,"DAL 130, WAS 117",2.5,40.9,1.1,T. Hardaway Jr.: +11.6%,L. Shamet: -7.6%
2023,2023-11-15,"MIN 115, PHX 133",2.3,40.9,1.2,K. Durant: +14.0%,R. Gobert: -4.5%
2023,2023-11-16,"OKC 128, GSW 109",5.3,65.8,1.4,I. Joe: +25.2%,K. Thompson: -13.0%
2023,2023-11-16,"BKN 115, MIA 122",5.1,73.3,1.8,J. Butler: +26.5%,D. Sharpe: -6.7%
2023,2023-11-17,"HOU 100, LAC 106",9.9,92.2,9.7,J. Harden: +39.6%,J. Green: -28.9%
2023,2023-11-17,"BOS 108, TOR 105",8.8,90.1,3.6,D. White: +35.4%,J. Tatum: -21.1%
2023,2023-11-17,"PHX 131, UTA 128",7.6,86.3,2.1,K. Durant: +65.0%,K. George: -7.6%
2023,2023-11-17,"SAC 129, SAS 120",7.6,83.9,3.6,D. Fox: +42.4%,K. Murray: -6.4%
2023,2023-11-17,"DEN 110, NOP 115",6.8,72.0,1.0,C. Braun: +24.4%,N. Joki?: -13.8%
2023,2023-11-17,"ORL 103, CHI 97",6.7,63.5,1.6,A. Caruso: +54.1%,P. Banchero: -21.4%
2023,2023-11-17,"PHI 126, ATL 116",6.4,78.9,1.8,T. Harris: +21.9%,D. Murray: -22.9%
2023,2023-11-17,"LAL 107, POR 95",5.3,69.2,1.0,L. James: +20.0%,S. Sharpe: -31.5%
2023,2023-11-17,"DET 100, CLE 108",5.3,69.0,1.6,D. Garland: +12.7%,A. Thompson: -11.6%
2023,2023-11-17,"NYK 120, WAS 99",5.2,69.5,1.0,J. Brunson: +24.1%,J. Poole: -17.8%
2023,2023-11-17,"MIL 130, CHA 99",5.2,72.4,3.6,D. Lillard: +18.6%,G. Hayward: -16.5%
2023,2023-11-18,"OKC 130, GSW 123",12.0,86.9,25.5,A. Wiggins: +77.6%,K. Thompson: -29.2%
2023,2023-11-18,"MIN 121, NOP 120",9.4,82.5,56.8,K. Towns: +93.8%,M. Conley: -29.6%
2023,2023-11-18,"DAL 125, MIL 132",7.8,82.5,11.8,K. Irving: +40.9%,D. Jones Jr.: -20.8%
2023,2023-11-18,"MIA 97, CHI 102",7.6,76.9,14.8,D. DeRozan: +43.2%,H. Highsmith: -15.7%
2023,2023-11-18,"MEM 120, SAS 108",5.6,65.9,26.6,D. Bane: +17.6%,D. Roddy: -9.0%
2023,2023-11-18,"NYK 122, CHA 108",4.8,66.8,1.0,D. DiVincenzo: +24.1%,P. Washington: -22.3%
2023,2023-11-19,"PHX 140, UTA 137",14.6,87.4,10.4,C. Sexton: +58.9%,K. George: -54.3%
2023,2023-11-19,"HOU 104, LAL 105",9.8,91.4,2.7,L. James: +86.2%,D. Russell: -22.7%
2023,2023-11-19,"BOS 102, MEM 100",9.2,92.6,2.2,K. Porzi??is: +27.9%,S. Aldama: -21.7%
2023,2023-11-19,"SAC 129, DAL 113",5.4,73.1,1.3,D. Sabonis: +27.6%,H. Barnes: -10.9%
2023,2023-11-19,"DEN 109, CLE 121",4.0,61.3,1.1,C. Porter Jr.: +10.5%,M. Strus: -4.3%
2023,2023-11-19,"PHI 121, BKN 99",3.4,57.4,1.4,D. Melton: +18.5%,D. Finney-Smith: -9.8%
2023,2023-11-19,"DET 113, TOR 142",2.3,36.1,1.0,P. Achiuwa: +9.4%,K. Knox II: -6.8%
2023,2023-11-19,"OKC 134, POR 91",1.8,33.3,1.1,C. Holmgren: +11.8%,J. Walker: -6.7%
2023,2023-11-19,"ORL 128, IND 116",1.6,26.4,1.0,G. Harris: +7.1%,T. Haliburton: -6.6%
2023,2023-11-20,"BOS 118, CHA 121",11.2,81.7,207.3,J. Tatum: +63.5%,J. Brown: -30.1%
2023,2023-11-20,"DEN 107, DET 103",9.3,94.1,2.7,R. Jackson: +25.7%,I. Livers: -24.0%
2023,2023-11-20,"MIL 142, WAS 129",7.0,81.0,1.6,G. Antetokounmpo: +28.5%,A. Green: -1.6%
2023,2023-11-20,"HOU 116, GSW 121",5.3,69.2,1.6,S. Curry: +19.8%,F. VanVleet: -7.5%
2023,2023-11-20,"MIA 118, CHI 100",4.5,64.8,1.0,C. White: +17.9%,J. Carter: -5.1%
2023,2023-11-20,"NYK 100, MIN 117",4.4,60.8,1.1,R. Gobert: +13.6%,J. Randle: -5.4%
2023,2023-11-20,"LAC 124, SAS 99",3.8,56.3,1.3,C. Osman: +13.5%,J. Sochan: -9.3%
2023,2023-11-20,"SAC 93, NOP 129",3.2,53.0,1.6,Z. Williamson: +18.2%,D. Fox: -7.7%
2023,2023-11-21,"CLE 122, PHI 119",12.1,78.8,4.1,T. Harris: +54.7%,J. Embiid: -28.6%
2023,2023-11-21,"IND 157, ATL 152",9.0,79.3,11.1,B. Hield: +79.5%,D. Hunter: -8.4%
2023,2023-11-21,"POR 107, PHX 120",4.4,65.8,1.1,D. Booker: +12.0%,S. Sharpe: -17.3%
2023,2023-11-21,"TOR 107, ORL 126",3.2,48.4,1.2,J. Suggs: +11.8%,S. Barnes: -3.2%
2023,2023-11-21,"UTA 99, LAL 131",2.7,45.2,1.0,D. Russell: +10.7%,O. Agbaji: -8.6%
2023,2023-11-22,"BKN 145, ATL 147",15.9,88.1,3.2,C. Johnson: +75.9%,J. Johnson: -20.8%
2023,2023-11-22,"TOR 132, IND 131",10.8,93.2,9.3,T. Haliburton: +45.6%,J. Nwora: -13.2%
2023,2023-11-22,"WAS 114, CHA 117",9.3,78.4,27.9,M. Bridges: +49.5%,G. Hayward: -23.3%
2023,2023-11-22,"DEN 119, ORL 124",9.3,91.8,6.1,F. Wagner: +44.6%,A. Black: -11.0%
2023,2023-11-22,"SAC 112, NOP 117",7.8,79.2,1.9,D. Sabonis: +19.3%,T. Lyles: -12.0%
2023,2023-11-22,"DAL 104, LAL 101",6.7,67.0,6.3,K. Irving: +45.9%,L. James: -16.2%
2023,2023-11-22,"CHI 102, OKC 116",6.3,73.7,1.0,C. Holmgren: +24.3%,T. Craig: -11.3%
2023,2023-11-22,"MEM 91, HOU 111",5.2,74.0,2.5,J. Green: +22.7%,J. Jackson Jr.: -10.4%
2023,2023-11-22,"LAC 109, SAS 102",4.7,65.0,1.0,K. Leonard: +16.7%,J. Sochan: -10.0%
2023,2023-11-22,"PHI 99, MIN 112",4.6,62.6,1.0,A. Edwards: +28.2%,T. Maxey: -8.7%
2023,2023-11-22,"GSW 115, PHX 123",4.2,54.5,1.7,D. Booker: +9.9%,A. Wiggins: -9.5%
2023,2023-11-22,"MIL 116, BOS 119",3.9,52.1,1.0,J. Brown: +20.9%,G. Antetokounmpo: -8.6%
2023,2023-11-22,"UTA 105, POR 121",3.0,45.0,1.0,J. Grant: +6.4%,J. Clarkson: -9.9%
2023,2023-11-22,"MIA 129, CLE 96",2.7,47.0,1.0,K. Lowry: +17.1%,J. Allen: -2.9%
2023,2023-11-24,"WAS 128, MIL 131",9.3,91.4,1.8,B. Lopez: +76.0%,P. Connaughton: -13.9%
2023,2023-11-24,"DET 113, IND 136",7.4,86.7,1.7,O. Toppin: +27.3%,A. Nembhard: -8.2%
2023,2023-11-24,"NOP 116, LAC 106",6.6,76.4,2.2,H. Jones: +17.2%,R. Westbrook: -11.3%
2023,2023-11-24,"MIA 98, NYK 100",6.0,70.1,103.2,J. Brunson: +35.6%,J. Randle: -12.3%
2023,2023-11-24,"SAS 112, GSW 118",5.9,72.0,2.4,S. Curry: +14.4%,Z. Collins: -21.6%
2023,2023-11-24,"BOS 96, ORL 113",5.8,75.6,4.6,M. Wagner: +25.5%,J. Brown: -15.4%
2023,2023-11-24,"PHX 110, MEM 89",4.9,73.6,1.4,D. Booker: +15.4%,D. Bane: -18.4%
2023,2023-11-24,"SAC 124, MIN 111",4.6,58.8,1.2,K. Edwards: +9.2%,S. Milton: -11.7%
2023,2023-11-24,"CHI 108, TOR 121",3.4,49.4,1.1,O. Anunoby: +18.4%,D. Schröder: -7.1%
2023,2023-11-24,"DEN 86, HOU 105",3.1,45.0,1.3,J. Green: +8.8%,A. Gordon: -15.0%
