Season,Date,Score,Excitment,Tension,Comeback,MVP,LVP
2023,2023-11-25,"NOP 100, UTA 105",8.3,84.8,9.8,C. Sexton: +30.1%,D. Daniels: -33.9%
2023,2023-11-25,"LAL 121, CLE 115",8.1,89.4,2.2,A. Davis: +24.8%,D. Mitchell: -15.8%
2023,2023-11-25,"PHI 127, OKC 123",6.4,75.2,1.8,C. Holmgren: +22.6%,J. Giddey: -6.1%
2023,2023-11-25,"MIA 97, BKN 112",3.9,59.1,1.0,N. Claxton: +14.0%,K. Lowry: -9.4%
2023,2023-11-25,"ATL 136, WAS 108",3.6,54.0,1.0,D. Hunter: +16.8%,K. Kuzma: -6.4%
2023,2023-11-25,"DAL 88, LAC 107",3.0,49.5,1.2,P. George: +12.4%,K. Leonard: -10.4%
2023,2023-11-26,"PHX 116, NYK 113",9.0,83.9,1.3,D. Booker: +43.6%,J. Okogie: -12.8%
2023,2023-11-26,"POR 102, MIL 108",8.5,62.4,63.1,J. Grant: +15.8%,M. Brogdon: -27.4%
2023,2023-11-26,"TOR 102, CLE 105",8.2,85.5,3.8,J. Pöltl: +19.7%,G. Trent Jr.: -10.7%
2023,2023-11-26,"CHA 117, ORL 130",6.6,77.3,2.1,F. Wagner: +19.7%,J. Ingles: -10.5%
2023,2023-11-26,"ATL 103, BOS 113",5.1,63.3,1.0,B. Bogdanovi?: +15.6%,D. Murray: -16.1%
2023,2023-11-26,"CHI 109, BKN 118",4.8,67.6,5.8,L. Walker IV: +22.0%,N. Vu?evi?: -13.6%
2023,2023-11-26,"SAS 120, DEN 132",3.8,53.7,1.1,N. Joki?: +12.4%,J. Sochan: -8.5%
2023,2023-11-26,"MIN 119, MEM 97",2.8,44.7,1.0,A. Edwards: +9.2%,J. Jackson Jr.: -5.6%
2023,2023-11-27,"POR 114, IND 110",8.8,91.2,1.6,J. Grant: +54.5%,B. Hield: -21.3%
2023,2023-11-27,"NOP 112, UTA 114",8.6,91.2,1.4,S. Fontecchio: +24.5%,D. Daniels: -11.2%
2023,2023-11-27,"DEN 113, LAC 104",8.1,86.9,8.9,R. Jackson: +40.5%,P. George: -15.5%
2023,2023-11-27,"WAS 126, DET 107",5.2,67.6,1.6,K. Kuzma: +18.1%,J. Poole: -10.4%
2023,2023-11-27,"LAL 94, PHI 138",2.6,41.1,1.3,T. Maxey: +11.5%,M. Christie: -1.7%
2023,2023-11-28,"TOR 103, BKN 115",8.8,89.1,2.2,R. O'Neale: +38.0%,D. Finney-Smith: -16.0%
2023,2023-11-28,"MIL 131, MIA 124",8.7,93.7,3.2,D. Lillard: +46.2%,K. Love: -9.9%
2023,2023-11-28,"OKC 103, MIN 106",8.5,89.1,3.5,T. Brown Jr.: +32.8%,M. Conley: -11.7%
2023,2023-11-28,"GSW 123, SAC 124",8.2,66.7,38.1,M. Moody: +38.3%,D. Green: -21.3%
2023,2023-11-28,"HOU 115, DAL 121",7.3,85.1,4.4,L. Don?i?: +30.4%,G. Williams: -16.0%
2023,2023-11-28,"ATL 105, CLE 128",5.2,65.3,3.0,D. Mitchell: +19.7%,A. Griffin: -5.6%
2023,2023-11-28,"CHA 91, NYK 115",4.5,63.2,1.0,J. Hart: +18.3%,T. Rozier: -12.2%
2023,2023-11-28,"CHI 97, BOS 124",2.4,38.9,1.2,D. White: +10.1%,Z. LaVine: -7.6%
2023,2023-11-29,"PHX 105, TOR 112",7.7,85.1,1.2,S. Barnes: +25.9%,D. Booker: -16.7%
2023,2023-11-29,"WAS 120, ORL 139",5.1,66.6,1.6,F. Wagner: +30.9%,P. Banchero: -11.3%
2023,2023-11-29,"HOU 124, DEN 134",3.7,49.1,1.0,M. Porter Jr.: +25.9%,J. Strawther: -3.9%
2023,2023-11-29,"LAC 131, SAC 117",3.2,51.7,1.3,J. Harden: +16.9%,K. Huerter: -6.4%
2023,2023-11-29,"UTA 91, MEM 105",3.1,49.9,1.7,D. Roddy: +16.0%,T. Horton-Tucker: -11.3%
2023,2023-11-29,"LAL 133, DET 107",2.5,42.3,1.3,D. Russell: +16.6%,C. Cunningham: -5.3%
2023,2023-11-29,"PHI 114, NOP 124",2.2,38.9,1.0,Z. Williamson: +13.0%,T. Harris: -7.4%
2023,2023-11-30,"MIL 113, CHI 120",11.0,84.9,19.2,B. Lopez: +45.6%,D. Lillard: -39.6%
2023,2023-11-30,"CHA 129, BKN 128",10.7,95.7,2.5,T. Rozier: +57.9%,C. Johnson: -25.6%
2023,2023-11-30,"ATL 137, SAS 135",8.8,86.6,7.2,T. Young: +46.8%,M. Branham: -11.8%
2023,2023-11-30,"DET 112, NYK 118",7.5,86.0,1.4,J. Brunson: +32.6%,I. Livers: -11.3%
2023,2023-11-30,"IND 132, MIA 142",6.8,74.3,4.0,J. Jaquez Jr.: +27.8%,B. Hield: -13.0%
2023,2023-11-30,"POR 103, CLE 95",6.3,75.2,7.8,S. Sharpe: +31.2%,S. Henderson: -14.0%
2023,2023-11-30,"LAC 114, GSW 120",5.4,66.2,1.3,J. Kuminga: +16.5%,T. Mann: -8.3%
2023,2023-11-30,"UTA 90, MIN 101",4.3,64.3,3.4,K. Towns: +12.5%,J. Collins: -23.1%
2023,2023-11-30,"LAL 110, OKC 133",3.7,60.3,3.4,S. Gilgeous-Alexander: +19.9%,J. Giddey: -4.5%
2023,2023-12-01,"PHI 119, BOS 125",9.4,93.3,2.3,P. Beverley: +27.1%,T. Harris: -33.6%
2023,2023-12-01,"WAS 125, ORL 130",8.1,85.5,2.1,L. Shamet: +24.2%,K. Kuzma: -8.5%
2023,2023-12-01,"DEN 119, PHX 111",7.5,82.0,1.2,J. Holiday: +22.7%,K. Durant: -16.5%
2023,2023-12-01,"NYK 119, TOR 106",5.5,75.7,1.6,D. DiVincenzo: +17.5%,O. Anunoby: -13.0%
2023,2023-12-01,"SAS 106, NOP 121",5.5,79.0,1.9,T. Murphy III: +17.2%,B. Ingram: -16.8%
2023,2023-12-01,"MEM 108, DAL 94",5.0,64.5,1.2,J. Nowell: +18.1%,K. Irving: -12.1%
2023,2023-12-02,"POR 113, UTA 118",9.8,77.7,2.3,O. Yurtseven: +16.5%,K. George: -41.0%
2023,2023-12-02,"MIN 123, CHA 117",8.4,88.3,2.7,R. Gobert: +41.7%,N. Alexander-Walker: -5.9%
2023,2023-12-02,"ATL 121, MIL 132",8.2,91.4,2.2,C. Payne: +33.9%,B. Lopez: -6.2%
2023,2023-12-02,"GSW 112, LAC 113",7.8,70.8,36.3,P. George: +58.1%,D. Green: -26.7%
2023,2023-12-02,"NOP 118, CHI 124",7.6,85.9,3.2,C. White: +51.0%,N. Vu?evi?: -18.4%
2023,2023-12-02,"OKC 126, DAL 120",7.0,62.9,10.2,D. Jones Jr.: +23.3%,L. Dort: -34.4%
2023,2023-12-02,"CLE 110, DET 101",7.0,85.9,3.5,M. Strus: +27.8%,D. Mitchell: -17.1%
2023,2023-12-02,"DEN 117, SAC 123",6.5,72.3,2.1,M. Monk: +27.6%,K. Caldwell-Pope: -22.9%
2023,2023-12-02,"IND 144, MIA 129",5.8,79.4,2.5,A. Nesmith: +28.7%,A. Nembhard: -9.9%
2023,2023-12-02,"MEM 109, PHX 116",5.5,71.2,1.5,D. Booker: +25.5%,J. Nowell: -12.6%
2023,2023-12-02,"HOU 97, LAL 107",4.0,56.3,2.0,M. Christie: +13.2%,J. Green: -15.6%
2023,2023-12-02,"ORL 101, BKN 129",3.5,49.3,1.0,M. Bridges: +14.2%,G. Harris: -7.7%
2023,2023-12-04,"BOS 112, IND 122",8.3,87.7,2.7,T. Haliburton: +53.8%,B. Brown: -9.4%
2023,2023-12-04,"NOP 127, SAC 117",5.7,69.9,3.3,H. Jones: +21.6%,S. Vezenkov: -4.6%
2023,2023-12-05,"PHX 103, LAL 106",8.9,88.8,1.6,L. James: +36.8%,T. Prince: -14.7%
2023,2023-12-05,"NYK 122, MIL 146",5.1,67.5,1.3,J. Randle: +22.2%,R. Barrett: -8.0%
2023,2023-12-06,"BKN 114, ATL 113",11.7,96.7,2.8,M. Bridges: +97.5%,D. Murray: -26.4%
2023,2023-12-06,"POR 106, GSW 110",9.3,90.2,5.0,J. Kuminga: +32.3%,T. Camara: -43.8%
2023,2023-12-06,"PHI 131, WAS 126",7.9,88.6,2.9,T. Maxey: +33.1%,D. Avdija: -14.6%
2023,2023-12-06,"DEN 102, LAC 111",7.6,85.5,3.8,M. Porter Jr.: +17.4%,N. Joki?: -36.6%
2023,2023-12-06,"SAS 94, MIN 102",7.0,83.5,2.5,D. Vassell: +15.2%,Z. Collins: -28.2%
2023,2023-12-06,"MIA 112, TOR 103",6.6,81.2,1.7,P. Siakam: +17.3%,D. Schröder: -37.0%
2023,2023-12-06,"MEM 116, DET 102",6.4,84.2,2.7,D. Bane: +22.1%,D. Rose: -14.7%
2023,2023-12-06,"OKC 101, HOU 110",5.4,71.5,1.2,D. Brooks: +25.7%,F. VanVleet: -9.3%
2023,2023-12-06,"ORL 111, CLE 121",4.4,58.6,1.0,D. Garland: +16.0%,F. Wagner: -15.0%
2023,2023-12-06,"CHA 100, CHI 111",4.2,57.6,1.4,N. Vu?evi?: +13.4%,P. Washington: -10.0%
2023,2023-12-06,"UTA 97, DAL 147",2.3,38.0,1.0,L. Don?i?: +14.7%,K. George: -7.3%
2023,2023-12-07,"IND 128, MIL 119",9.3,89.1,2.7,G. Antetokounmpo: +40.7%,C. Payne: -14.2%
2023,2023-12-07,"NOP 89, LAL 133",3.3,49.6,1.6,L. James: +29.8%,B. Ingram: -7.0%
2023,2023-12-08,"GSW 136, OKC 138",12.0,84.1,14.0,S. Curry: +72.6%,A. Wiggins: -36.3%
2023,2023-12-08,"ATL 114, PHI 125",8.7,88.1,2.8,J. Embiid: +27.6%,D. Murray: -12.2%
2023,2023-12-08,"CHI 121, SAS 112",8.1,86.4,5.3,T. Craig: +43.8%,J. Sochan: -17.4%
2023,2023-12-08,"TOR 116, CHA 119",7.7,73.5,3.9,S. Barnes: +32.1%,G. Trent Jr.: -10.9%
2023,2023-12-08,"DAL 125, POR 112",6.4,71.2,1.1,T. Hardaway Jr.: +17.8%,S. Henderson: -13.3%
2023,2023-12-08,"SAC 114, PHX 106",6.1,79.0,4.4,D. Booker: +14.6%,J. Okogie: -11.0%
2023,2023-12-08,"NYK 123, BOS 133",5.1,66.0,1.4,D. White: +26.8%,J. Randle: -9.6%
2023,2023-12-08,"HOU 114, DEN 106",4.9,63.4,1.7,K. Caldwell-Pope: +18.9%,N. Joki?: -17.9%
2023,2023-12-08,"LAC 117, UTA 103",4.9,66.1,1.1,K. Leonard: +28.6%,J. Clarkson: -12.4%
2023,2023-12-08,"CLE 111, MIA 99",4.8,66.2,4.7,J. Richardson: +14.7%,D. Robinson: -20.6%
2023,2023-12-08,"WAS 97, BKN 124",4.4,60.7,1.1,N. Claxton: +14.4%,J. Poole: -6.5%
2023,2023-12-08,"MIN 127, MEM 103",4.0,62.9,1.5,T. Brown Jr.: +15.1%,K. Anderson: -7.5%
2023,2023-12-08,"DET 91, ORL 123",2.7,46.7,1.7,P. Banchero: +8.5%,B. Bogdanovi?: -7.3%
2023,2023-12-11,"CHI 129, MIL 133",10.4,81.6,1.3,G. Antetokounmpo: +51.9%,D. Lillard: -25.2%
2023,2023-12-11,"POR 127, LAC 132",9.9,89.9,2.5,S. Sharpe: +24.5%,M. Brown: -10.5%
2023,2023-12-11,"TOR 130, NYK 136",8.0,87.7,1.4,Q. Grimes: +29.4%,C. Boucher: -5.9%
2023,2023-12-11,"MIA 116, CHA 114",7.6,79.9,1.1,D. Robinson: +38.4%,J. Richardson: -7.2%
2023,2023-12-11,"SAS 82, HOU 93",7.3,83.7,1.5,J. Green: +11.5%,D. Brooks: -24.4%
2023,2023-12-11,"IND 131, DET 123",6.4,79.0,1.6,B. Mathurin: +27.2%,T. Haliburton: -14.5%
2023,2023-12-11,"MIN 107, NOP 121",6.1,74.6,1.6,Z. Williamson: +26.2%,J. Alvarado: -13.4%
2023,2023-12-11,"CLE 94, ORL 104",5.8,76.1,1.9,G. Bitadze: +14.4%,M. Strus: -19.5%
2023,2023-12-11,"BKN 118, SAC 131",5.3,67.4,1.0,K. Murray: +21.2%,D. Sabonis: -5.1%
2023,2023-12-11,"DEN 129, ATL 122",4.6,59.0,2.7,B. Bogdanovi?: +18.6%,M. Porter Jr.: -10.9%
2023,2023-12-11,"DAL 120, MEM 113",4.1,54.0,1.4,J. Jackson Jr.: +24.2%,J. Nowell: -5.2%
2023,2023-12-11,"UTA 120, OKC 134",2.6,42.4,1.0,S. Fontecchio: +13.0%,J. Clarkson: -8.7%
2023,2023-12-11,"WAS 101, PHI 146",1.9,31.3,1.0,T. Maxey: +11.0%,B. Coulibaly: -6.3%
2023,2023-12-12,"GSW 116, PHX 119",7.8,84.7,3.4,D. Booker: +22.8%,S. Curry: -15.2%
2023,2023-12-12,"LAL 125, DAL 127",7.7,83.3,2.4,D. Exum: +53.9%,J. Hardy: -13.0%
2023,2023-12-12,"CLE 113, BOS 120",7.3,88.0,3.5,S. Hauser: +22.7%,I. Okoro: -3.5%
2023,2023-12-12,"DEN 114, CHI 106",5.6,72.3,1.0,C. White: +18.8%,T. Craig: -9.3%
2023,2023-12-12,"SAC 99, LAC 119",2.3,39.6,1.2,K. Leonard: +12.7%,D. Fox: -5.1%
2023,2023-12-13,"BKN 116, PHX 112",7.8,86.6,3.0,D. Booker: +26.1%,J. Goodwin: -28.9%
2023,2023-12-13,"ATL 128, TOR 135",6.9,78.3,3.0,B. Bogdanovi?: +26.7%,S. Bey: -14.2%
2023,2023-12-13,"NYK 113, UTA 117",6.8,74.3,2.4,L. Markkanen: +36.0%,J. Hart: -13.3%
2023,2023-12-13,"MEM 104, HOU 117",6.7,75.8,1.0,J. Jackson Jr.: +28.5%,D. Roddy: -11.2%
2023,2023-12-13,"IND 126, MIL 140",5.6,66.1,1.9,G. Antetokounmpo: +29.4%,C. Payne: -9.1%
2023,2023-12-13,"LAL 122, SAS 119",4.7,55.8,1.3,A. Davis: +24.6%,J. Sochan: -10.5%
2023,2023-12-13,"NOP 142, WAS 122",4.6,63.8,2.9,B. Ingram: +27.7%,J. Poole: -10.5%
2023,2023-12-13,"CHA 104, MIA 115",3.8,62.0,1.4,K. Lowry: +20.9%,M. Bridges: -12.0%
2023,2023-12-13,"PHI 129, DET 111",3.1,50.3,1.1,J. Embiid: +26.3%,T. Maxey: -6.2%
2023,2023-12-14,"OKC 123, SAC 128",7.8,80.1,1.6,D. Fox: +36.6%,J. Williams: -21.4%
2023,2023-12-14,"GSW 113, LAC 121",6.7,75.2,1.7,K. Thompson: +29.8%,B. Podziemski: -23.4%
2023,2023-12-14,"CHI 124, MIA 116",5.9,67.1,1.0,A. Dosunmu: +25.8%,O. Robinson: -4.7%
2023,2023-12-14,"MIN 119, DAL 101",5.8,79.7,2.8,N. Reid: +22.6%,A. Edwards: -25.8%
2023,2023-12-14,"CLE 107, BOS 116",5.7,73.0,1.0,C. LeVert: +17.2%,J. Allen: -6.6%
2023,2023-12-14,"BKN 101, DEN 124",3.5,52.0,1.0,N. Joki?: +11.7%,D. Sharpe: -9.9%
2023,2023-12-14,"UTA 122, POR 114",3.1,46.9,1.1,S. Fontecchio: +25.5%,S. Sharpe: -11.0%
2023,2023-12-15,"HOU 103, MEM 96",8.4,83.2,4.6,D. Brooks: +28.3%,J. Gilyard: -13.7%
2023,2023-12-15,"NOP 112, CHA 107",7.0,81.3,1.5,J. Valan?i?nas: +29.0%,B. Ingram: -27.6%
2023,2023-12-15,"NYK 139, PHX 122",6.3,81.2,4.2,J. Brunson: +40.4%,K. Bates-Diop: -6.1%
2023,2023-12-15,"ATL 125, TOR 104",5.1,67.5,1.4,B. Bogdanovi?: +16.1%,T. Forrest: -6.6%
2023,2023-12-15,"IND 123, WAS 137",4.2,56.4,2.0,J. Poole: +17.4%,B. Hield: -9.6%
2023,2023-12-15,"LAL 115, SAS 129",4.1,58.3,1.0,D. Vassell: +22.5%,M. Christie: -6.3%
2023,2023-12-15,"ORL 111, BOS 128",3.6,55.6,1.7,P. Pritchard: +13.8%,P. Banchero: -18.5%
2023,2023-12-15,"DET 92, PHI 124",2.6,45.4,1.0,M. Morris Sr.: +11.5%,J. Ivey: -8.9%
2023,2023-12-16,"CHI 116, MIA 118",9.4,90.2,7.4,C. White: +53.6%,N. Vu?evi?: -22.6%
2023,2023-12-16,"OKC 118, DEN 117",8.4,88.1,36.6,S. Gilgeous-Alexander: +64.8%,K. Williams: -4.0%
2023,2023-12-16,"BKN 120, GSW 124",8.4,79.1,1.7,S. Curry: +55.1%,C. Paul: -8.8%
2023,2023-12-16,"DAL 131, POR 120",5.4,69.1,2.1,L. Don?i?: +20.2%,M. Thybulle: -3.1%
2023,2023-12-16,"ATL 119, CLE 127",4.4,52.6,1.1,T. Young: +16.9%,S. Bey: -10.6%
2023,2023-12-16,"NYK 122, LAC 144",4.1,62.0,1.4,K. Leonard: +33.5%,J. Hart: -3.8%
2023,2023-12-16,"IND 109, MIN 127",4.0,61.7,2.0,K. Towns: +23.7%,B. Hield: -14.4%
2023,2023-12-16,"UTA 104, SAC 125",3.2,52.0,1.0,K. Murray: +30.4%,K. Ellis: -6.3%
2023,2023-12-16,"DET 114, MIL 146",1.8,31.4,1.0,D. Lillard: +11.3%,M. Sasser: -4.8%
2023,2023-12-16,"PHI 135, CHA 82",1.8,35.7,1.0,J. Embiid: +14.7%,M. Bridges: -6.8%
2023,2023-12-17,"WAS 108, PHX 112",7.5,74.1,9.7,D. Gafford: +23.4%,J. Poole: -15.3%
2023,2023-12-17,"GSW 118, POR 114",6.8,75.8,1.0,A. Wiggins: +36.6%,S. Curry: -10.4%
2023,2023-12-17,"HOU 119, MIL 128",6.4,75.2,1.4,D. Lillard: +30.2%,A. Holiday: -10.1%
2023,2023-12-17,"ORL 97, BOS 114",5.4,70.6,2.0,J. Brown: +24.3%,F. Wagner: -7.7%
2023,2023-12-17,"NOP 146, SAS 110",3.4,49.2,1.5,B. Ingram: +19.7%,H. Jones: -7.3%
2023,2023-12-18,"HOU 130, CLE 135",11.1,86.1,2.6,S. Merrill: +25.6%,C. LeVert: -21.0%
2023,2023-12-18,"MIN 112, MIA 108",7.9,80.6,7.5,A. Edwards: +36.1%,B. Adebayo: -13.7%
2023,2023-12-18,"CHI 108, PHI 104",7.5,82.2,2.5,P. Williams: +20.1%,K. Oubre Jr.: -9.8%
2023,2023-12-18,"CHA 99, TOR 114",7.1,84.8,3.0,P. Siakam: +22.8%,O. Anunoby: -17.4%
2023,2023-12-18,"NYK 114, LAL 109",6.9,81.5,1.9,I. Quickley: +15.3%,T. Prince: -9.8%
2023,2023-12-18,"BKN 108, UTA 125",6.5,82.9,2.2,T. Horton-Tucker: +22.2%,M. Bridges: -16.0%
2023,2023-12-18,"DET 124, ATL 130",5.8,65.9,1.0,C. Cunningham: +24.2%,A. Burks: -9.5%
2023,2023-12-18,"DAL 104, DEN 130",3.8,55.4,1.0,L. Don?i?: +22.2%,T. Hardaway Jr.: -7.7%
2023,2023-12-18,"MEM 97, OKC 116",3.5,50.8,1.4,S. Gilgeous-Alexander: +8.8%,X. Tillman: -15.2%
2023,2023-12-18,"WAS 131, SAC 143",3.5,51.4,1.6,D. Sabonis: +17.5%,K. Kuzma: -8.2%
2023,2023-12-18,"LAC 151, IND 127",3.4,52.5,1.8,K. Leonard: +14.6%,T. Haliburton: -10.5%
2023,2023-12-19,"BOS 126, GSW 132",11.5,80.3,18.6,S. Curry: +28.5%,J. Tatum: -32.5%
2023,2023-12-19,"MEM 115, NOP 113",8.1,78.4,25.9,J. Morant: +45.7%,C. Zeller: -9.6%
2023,2023-12-19,"PHX 104, POR 109",6.2,75.9,7.2,M. Brogdon: +15.7%,J. Nurki?: -15.4%
2023,2023-12-19,"SAS 119, MIL 132",3.5,47.0,1.1,D. Lillard: +28.5%,J. Sochan: -6.4%
2023,2023-12-20,"LAC 120, DAL 111",7.4,79.5,1.6,N. Powell: +38.9%,L. Don?i?: -13.3%
2023,2023-12-20,"UTA 116, CLE 124",6.5,76.8,1.8,S. Merrill: +33.5%,K. Olynyk: -6.6%
2023,2023-12-20,"MIN 113, PHI 127",6.3,81.0,2.8,J. Embiid: +46.1%,T. Brown Jr.: -10.2%
2023,2023-12-20,"ATL 134, HOU 127",6.0,73.8,2.0,J. Smith Jr.: +27.4%,J. Green: -6.6%
2023,2023-12-20,"LAL 108, CHI 124",5.2,71.2,1.4,P. Williams: +14.5%,D. Russell: -9.7%
2023,2023-12-20,"NYK 121, BKN 102",4.4,58.8,1.0,D. DiVincenzo: +14.5%,M. Bridges: -15.6%
2023,2023-12-20,"DEN 113, TOR 104",4.1,58.8,1.4,K. Caldwell-Pope: +14.9%,Z. Nnaji: -6.8%
2023,2023-12-20,"CHA 113, IND 144",3.8,56.9,1.1,B. Hield: +16.6%,T. Haliburton: -1.0%
2023,2023-12-20,"BOS 144, SAC 119",3.8,55.2,2.4,D. White: +26.9%,M. Monk: -7.1%
2023,2023-12-20,"MIA 115, ORL 106",3.1,51.5,1.5,T. Herro: +11.5%,P. Banchero: -15.6%
2023,2023-12-21,"WAS 118, POR 117",8.5,69.4,1.1,A. Simons: +23.1%,D. Ayton: -29.0%
2023,2023-12-21,"UTA 119, DET 111",7.6,86.2,1.9,M. Bagley III: +18.9%,C. Cunningham: -10.8%
2023,2023-12-21,"LAL 111, MIN 118",6.8,83.0,1.6,A. Davis: +19.7%,D. Russell: -20.4%
2023,2023-12-21,"ORL 114, MIL 118",6.5,73.6,2.2,F. Wagner: +10.0%,J. Isaac: -10.3%
2023,2023-12-21,"IND 103, MEM 116",5.3,64.2,1.4,Z. Williams: +11.4%,B. Mathurin: -9.8%
2023,2023-12-21,"SAS 95, CHI 114",5.2,80.2,1.7,D. DeRozan: +12.1%,N. Vu?evi?: -10.2%
2023,2023-12-21,"LAC 115, OKC 134",4.5,64.2,1.1,C. Holmgren: +24.5%,T. Mann: -11.5%
2023,2023-12-21,"NOP 123, CLE 104",4.0,61.6,1.1,T. Murphy III: +21.8%,M. Strus: -9.6%
2023,2023-12-22,"DEN 122, BKN 117",9.6,89.7,2.7,N. Joki?: +46.9%,J. Strawther: -8.5%
2023,2023-12-22,"ATL 113, MIA 122",8.0,84.7,4.7,D. Robinson: +42.7%,B. Adebayo: -12.1%
2023,2023-12-22,"TOR 111, PHI 121",5.1,74.2,2.9,T. Harris: +20.8%,P. Achiuwa: -9.4%
2023,2023-12-22,"WAS 118, GSW 129",5.0,66.8,1.7,S. Curry: +28.8%,K. Kuzma: -17.2%
2023,2023-12-22,"PHX 105, SAC 120",3.2,54.5,1.1,D. Fox: +11.8%,J. Goodwin: -11.7%
2023,2023-12-22,"DAL 96, HOU 122",2.9,46.3,1.1,A. Sengun: +16.9%,S. Curry: -11.5%
2023,2023-12-23,"HOU 106, NOP 104",9.2,94.4,3.4,J. Smith Jr.: +31.9%,C. McCollum: -22.7%
2023,2023-12-23,"MEM 125, ATL 119",8.2,84.6,4.8,D. Bane: +29.0%,O. Okongwu: -10.4%
2023,2023-12-23,"ORL 117, IND 110",6.5,82.6,1.4,M. Turner: +29.7%,A. Nesmith: -16.4%
2023,2023-12-23,"UTA 126, TOR 119",6.2,69.7,15.6,L. Markkanen: +27.3%,P. Siakam: -7.5%
2023,2023-12-23,"DEN 102, CHA 95",5.8,70.2,2.3,N. Smith Jr.: +16.0%,R. Jackson: -13.6%
2023,2023-12-23,"CLE 109, CHI 95",5.6,76.8,1.2,N. Vu?evi?: +10.8%,C. White: -8.0%
2023,2023-12-23,"DET 115, BKN 126",4.6,64.8,1.4,I. Stewart: +18.6%,C. Cunningham: -9.3%
2023,2023-12-23,"LAL 129, OKC 120",4.5,61.1,1.3,L. James: +21.5%,I. Joe: -8.8%
2023,2023-12-23,"POR 106, GSW 126",4.4,61.5,2.6,S. Curry: +22.1%,J. Walker: -5.8%
2023,2023-12-23,"MIL 130, NYK 111",4.2,61.0,1.0,J. Brunson: +18.6%,R. Barrett: -14.1%
2023,2023-12-23,"SAS 119, DAL 144",3.7,52.4,1.3,G. Williams: +13.4%,J. Hardy: -3.9%
2023,2023-12-23,"MIN 110, SAC 98",3.6,59.4,1.1,R. Gobert: +13.1%,K. Huerter: -9.4%
2023,2023-12-23,"BOS 145, LAC 108",2.9,44.5,1.1,J. Tatum: +21.1%,R. Westbrook: -9.5%
2023,2023-12-25,"GSW 114, DEN 120",8.0,91.3,1.9,J. Murray: +32.2%,K. Thompson: -14.8%
2023,2023-12-25,"PHI 113, MIA 119",7.3,78.9,2.0,J. Jaquez Jr.: +30.7%,T. Maxey: -25.8%
2023,2023-12-25,"DAL 128, PHX 114",7.2,81.3,2.9,L. Don?i?: +44.3%,D. Booker: -12.3%
2023,2023-12-25,"BOS 126, LAL 115",5.5,75.2,1.2,K. Porzi??is: +21.9%,R. Hachimura: -14.0%
2023,2023-12-25,"MIL 122, NYK 129",5.3,68.5,1.3,J. Brunson: +21.1%,D. DiVincenzo: -6.3%
2023,2023-12-26,"MEM 116, NOP 115",10.1,79.4,47.3,J. Jackson Jr.: +40.7%,T. Murphy III: -11.1%
2023,2023-12-26,"ATL 113, CHI 118",8.9,89.3,5.3,D. DeRozan: +37.9%,C. White: -8.9%
2023,2023-12-26,"IND 123, HOU 117",8.8,87.3,2.9,T. Haliburton: +35.5%,F. VanVleet: -14.1%
2023,2023-12-26,"BKN 118, DET 112",7.7,84.0,2.8,C. Cunningham: +46.4%,J. Ivey: -13.8%
2023,2023-12-26,"CHA 104, LAC 113",7.3,83.0,4.5,J. Harden: +23.9%,T. Rozier: -23.1%
2023,2023-12-26,"ORL 127, WAS 119",6.1,74.4,1.3,F. Wagner: +27.1%,K. Kuzma: -13.5%
2023,2023-12-26,"UTA 130, SAS 118",5.9,74.5,3.2,L. Markkanen: +24.3%,M. Branham: -9.7%
2023,2023-12-26,"SAC 113, POR 130",5.4,70.2,1.6,D. Fox: +25.2%,K. Murray: -6.6%
2023,2023-12-26,"MIN 106, OKC 129",4.6,68.1,1.1,S. Gilgeous-Alexander: +20.2%,J. McDaniels: -6.2%
2023,2023-12-27,"CLE 113, DAL 110",7.4,71.5,17.2,C. LeVert: +34.6%,J. Green: -13.0%
2023,2023-12-27,"NYK 120, OKC 129",6.2,77.8,1.1,J. Williams: +41.5%,R. Barrett: -28.7%
2023,2023-12-27,"MIL 144, BKN 122",6.1,73.6,1.1,G. Antetokounmpo: +25.4%,A. Brooks: -13.1%
2023,2023-12-27,"PHI 112, ORL 92",6.0,79.5,1.5,T. Maxey: +12.6%,C. Anthony: -15.3%
2023,2023-12-27,"TOR 132, WAS 102",4.1,57.6,2.0,O. Anunoby: +20.4%,K. Kuzma: -10.2%
2023,2023-12-27,"PHX 129, HOU 113",3.5,52.7,1.2,E. Gordon: +19.2%,A. Holiday: -3.4%
2023,2023-12-28,"DET 122, BOS 128",11.5,81.8,16.4,D. White: +50.3%,C. Cunningham: -21.9%
2023,2023-12-28,"UTA 105, NOP 112",7.5,84.4,1.2,B. Ingram: +29.6%,J. Clarkson: -15.8%
2023,2023-12-28,"DAL 110, MIN 118",6.5,73.7,1.2,T. Hardaway Jr.: +29.7%,K. Towns: -14.0%
2023,2023-12-28,"IND 120, CHI 104",5.8,67.4,2.2,T. Haliburton: +23.6%,C. White: -12.7%
2023,2023-12-28,"CHA 112, LAL 133",4.7,68.5,2.1,R. Hachimura: +16.9%,T. Rozier: -11.4%
2023,2023-12-28,"MIA 114, GSW 102",4.4,64.1,1.5,J. Cain: +13.0%,J. Kuminga: -13.4%
2023,2023-12-28,"SAS 118, POR 105",3.9,49.6,1.0,M. Brogdon: +14.6%,S. Henderson: -15.1%
